"Condition","เงื่อนไข, ข้อแม้",
"Condition 1","เงื่อนไข 1, ข้อแม้ 1",
"Condition 2","เงื่อนไข 2, ข้อแม้ 2",
"Condition 3","เงื่อนไข 3, ข้อแม้ 3",
"Conditional Formatting","การวางรูปแบบอย่างมีเงื่อนไข",
"Conditional Style",,
"Conditional Styles",,
"Conditional text","ข้อความแบบมีเงื่อนไข",
"cone","กรวย",
"Cones",,
"Cones, deep",,
"Cones, percent",,
"Cones, stacked",,
"Conference proceedings",,
"Conference report",,
"CONFIDENCE",,
"Confidential","ลับ",
"Confidentiality level",,
"Configuration","การตั้งค่า, การปรับแต่ง",
"Configuration (Insert Header/Footer)",,
"Configuration file","แฟ้มการตั้งคา, แฟ้มการตั้งค่า, แฟ้มตั้งค่า, แฟ้มการปรับแต่ง, แฟ้มเก็บค่า",
"Configuration Menu","เมนูการตั้งค่า, เมนูตั้งค่า, เมนูการปรับแต่ง",
"Configuration Server","เซิร์ฟเวอร์การปรับค่า, เซิร์ฟเวอร์การตั้งค่า",
"Configuration Server Port",,
"Configuration Server System User","ผู้ใช้ระบบการตั้งค่าเซิร์ฟเวอร์",
"Configuration Server User",,
"Configurations","การตั้งค่า",
"Configure","ปรับแต่ง, ตั้งค่า",
"Configuring StarPortal server",,
"Confirm","ยืนยัน",
"Confirm delete","ยืนยันการลบ",
"Confirm file replacement","ยืนยันการแทนที่แฟ้ม",
"Confirm Overwrite","ยืนยันการเขียนทับ",
"Confirm password","ยืนยันรหัสผ่าน",
"Confirm receipt","ยืนยันการได้รับ",
"Confirmation of receipt:",,
"Connect","เชื่อมต่อ",
"Connecting to $(ARG1)","กำลังเชื่อมต่อไปยัง $(ARG1)",
"Connecting with %1","กำลังเชื่อมต่อไปยัง $(ARG1), กำลังเชื่อมต่อโดย %1",
"Connection","การเชื่อมต่อ",
"Connection failed","การเชื่อมต่อล้มเหลว",
"Connection failure",,
"Connection Lines","สายที่ใช้เชื่อมต่อ",
"Connection lost",,
"Connection mode","โหมดการเชื่อมต่อ",
"Connection to database interrupted.","การเชื่อมต่อไปยังฐานข้อมูลถูกรบกวน",
"Connection to database lost.","การเชื่อมต่อไปยังฐานข้อมูลสูญหาย",
"Connector","ตัวเชื่อม",
"Connector attributes","คุณสมบัติของตัวเชื่อม",
"Connector Ends with Arrow","ตัวเชื่อมที่ปลายเป็นลูกศร",
"Connector Ends with Circle","ตัวเชื่อมที่ปลายเป็นวงกลม",
"Connector reserved 2","ตัวเชื่อต่อสงวน 1, ตัวเชื่อมต่อสงวน 1, ตัวเชื่อมต่อสงวน 2",
"Connector reserved 3","ตัวเชื่อต่อสงวน 3, ตัวเชื่อมต่อสงวน 3",
"Connector reserved 4","ตัวเชื่อต่อสงวน 4, ตัวเชื่อมต่อสงวน 4",
"Connector reserved 5","ตัวเชื่อมต่อสงวน 5",
"Connector reserved 6","ตัวเชื่อมต่อสงวน 6",
"Connector reserved 7","ตัวเชื่อมต่อสงวน 7",
"Connector reserved 8","ตัวเชื่อมต่อสงวน 8",
"Connector reserved 9","ตัวเชื่อมต่อสงวน 9",
"Connector Starts with Arrow","ตัวเชื่อมที่เริ่มด้วยลูกศร",
"Connector Starts with Circle","ตัวเชื่อมที่เริ่มด้วยวงกลม",
"Connector with Arrows","ตัวเชื่อมต่อพร้อมหัวลูกศร",
"Connector with Circles","ตัวเชื่อมต่อพร้อมหัววงกลม",
"Connectors","ตัวเชื่อมต่อ",
"Consecutive numbering",,
"Consolidate",,
"Consolidate by",,
"Consolidate Data",,
"Consolidation areas",,
"Constant $(ARG1) redefined",,
"Constant value","ค่าคงที่",
"Contains",,
"Contains column headers",,
"Contains row headers",,
"Content","เนื้อหา",
"Content Type",,
"Content View",,
"Contents","เนื้อหา",
"Contents 1","เนื้อหา 1",
"Contents 10","เนื้อหา 10",
"Contents 2","เนื้อหา 2",
"Contents 3","เนื้อหา 3",
"Contents 4","เนื้อหา 4",
"Contents 5","เนื้อหา 5",
"Contents 6","เนื้อหา 6",
"Contents 7","เนื้อหา 7",
"Contents 8","เนื้อหา 8",
"Contents 9","เนื้อหา 9",
"Contents cannot be renamed","ไม่สามารถเปลี่ยนชื่อเนื้อหาได้",
"Contents Heading",,
"Contents not protected",,
"Contents protected",,
"Context","บริบท",
"Context-sensitive Beamer control",,
"Continuation notice",,
"Continuation page",,
"Continuation page number",,
"Continuation pages",,
"Continue","ต่อไป, ต่อเนื่อง",
"Continue >>","ต่่อไป, ต่อเนื่อง",
"Continue search backwards","ค้นย้อนหลังต่อ",
"Continue search forward","หาต่อ",
"Continue the installation anyway?","ทำการติดตั้งต่อไปเลยหรือไม่?",
"Continue?","ดำเนินการต่อหรือไม่?",
"Continue>>","ทำต่อไป",
"Continuous","อย่างต่อเนื่อง, ไม่ขาดสาย",
"Contour","เส้นขอบวัตถุ",
"Contour Dialog",,
"Contour Editor",,
"Contour mode",,
"Contour of each individual object",,
"Contrast",,
"Contrast:",,
"Control","ควบคุม",
"Control Bar","แถบควบคุม",
"Control message","ข้อความใช้ควบคุม",
"Control Password","รหัสผ่านในการควบคุม",
"Control Pictures",,
"Control Properties",,
"Control user",,
"Control User name",,
"Controls",,
"Controls Toolbar",,
"ControlType ($Arg1) is not supported",,
"Convened by",,
"Conversion status:",,
"Convert","แปลง",
"Convert %O to contour","แปฃ, แปลง %O เป็นเส้นขอบวัตถุ",
"Convert %O to contours",,
"Convert %O to curve","แปลง %O เป็นส่วนโค้ง",
"Convert %O to curves",,
"Convert %O to polygon","แปลง %O เป็นรูปเหลี่ยม",
"Convert %O to polygons",,
"Convert bitmap to polygon",,
"Convert polygon segment",,
"Convert selected object to curve?","แปลงวัตถุที่เลือกเป็นส่วนโค้งหรือไม่?",
"Convert table to text","แปลงตารางเป็นข้อมูล",
"Convert Table/Text","แปลงตาราง/ข้อความ",
"Convert text -> table","แปลงข้อความ -> ตาราง",
"Convert Text to Table","แปลงข้อความเป็นตาราง",
"Convert to bitmap","แปลงเป็นภาพบิตแมพ",
"Convert to contour","แปลงเป็นเส้นขอบวัตถุ",
"Convert to Curve","แปลงเป็นส่วนโค้ง",
"Convert to Grayscale","แปลงเป็นโทนเทา, แปลงเป็นเกรย์สเกล",
"Convert to metafile",,
"Convert to Polygon","แปลงเป็นรูปเหลี่ยม",
"Converting the documents","การแปลงเอกสาร, กำลังแปลงเอกสาร",
"Converts a radian to degrees",,
"Converts a value into text.",,
"Converts degrees to radians",,
"Converts text to a number.","แปลงข้อความเป็นจำนวน",
"Converts text to lowercase.",,
"Converts text to uppercase.",,
"Cookie Reception",,
"Cookies",,
"Copied to folder %1",,
"Copies","คัดลอก",
"Coproduct",,
"Copy","คัดลอก",
"Copy %O","คัดลอก %O",
"Copy back",,
"Copy entire sheet",,
"Copy Graphics",,
"Copy heading",,
"Copy HTML table","คัดลอกตารางเอชทีเอ็มแอล, คัดลอกตาราง HTML",
"Copy Link","คัดลอกการเชื่อมโยง",
"Copy Link %1?",,
"Copy List","คัดลอกรายการ",
"Copy list from","คัดลอกรายการจาก",
"Copy local graphics to Internet",,
"Copy page","คัดลอกหน้า",
"Copy results to","คัดลอกผลลัพธ์ไปยัง",
"Copy RTF table",,
"Copy Sheet",,
"Copy sort results to",,
"Copy structure",,
"Copy table","คัดลอกตาราง",
"Copy to","คัดลอกไปยัง",
"Copy to folder","คัดลอกไปยังโฟลเดอร์",
"Copy user files","คัดลอกแฟ้มผู้ใช้",
"Copy values only",,
"Copy while moving","คัดลอกขณะเคลื่อนย้าย",
"Copy/Move Sheet",,
"Copy/Move to","คัดลอก/ย้ายไปยัง",
"Copying %1 to %2","กำลังคัดลอก %1 ไปยัง %2",
"Copying and extracting program files",,
"Copying data","กำลังคัดลอกข้อมูล",
"Copying in progress","การคัดลอกอยู่ในขั้นตอน",
"Corner Point",,
"Corner radius",,
"Correct TWo INitial CApitals",,
"CORREL",,
"COSH",,
"Cosine",,
"Cost",,
"Costa Rica","คอสตาริกา",
"Cotangent",,
"Cote d'Ivoire",,
"COTH",,
"could not be found.","หาไม่พบ",
"could not be unpacked.",,
"Could not create Address Book!","ไม่สามารถสร้างสมุดที่อยู่ได้",
"Could not create backup copy.",,
"Could not merge documents.","ไม่สามารถรวมเอกสารได้",
"Couldn't add address.
Database error: %1",,
"Couldn't open the document.",,
"Count","นับ",
"Count -",,
"Count (numbers only)",,
"Count lines",,
"Count_1",,
"Count_2",,
"COUNTA","COUNTA",
"COUNTBLANK","COUNTBLANK",
"COUNTIF","COUNTIF",
"counting records",,
"country","ประเทศ",
"Country/State","ประเทศ/รัฐ",
"Country/Zip/City",,
"COVAR","COVAR",
"Cover open",,
"CPU","CPU, ซีพียู, หน่วยประมวลผลกลาง",
"CR",,
"CR  LF",,
"CRC Check",,
"Create","สร้าง",
"Create %O","สร้าง %O",
"Create 3D rotation object",,
"Create AutoAbstract",,
"Create backup","สร้างการสำรอง",
"Create Control",,
"Create DataPilot Table",,
"Create Directory","สร้างไดเรกทอรี่",
"Create Document","สร้างเอกสาร",
"Create extrusion object",,
"Create FontWork object",,
"Create from","สร้างจาก",
"Create from file","สร้างจากแฟ้ม",
"Create from the following objects",,
"Create Group","สร้างกลุ่ม",
"Create HTML Document","สร้างเอกสารเอชทีเอ็มแอล, สร้างเอกสาร HTML",
"Create index for",,
"Create Link","สร้างจุดเชื่อมโยง, สร้างการเชื่อมโยง",
"Create Master Document","สร้างเอกสารหลัก",
"Create name from","สร้างชื่อจาก",
"Create Names","สร้างชื่อ",
"Create new","สร้างใหม่",
"Create New Adabas Database",,
"Create new folder","สร้างโฟลเดอร์ใหม่",
"Create New Group as Folder","สร้างกลุ่มใหม่เป็นโฟลเดอร์",
"Create New Group as Link",,
"Create new section",,
"Create new template",,
"Create New User-defined Index",,
"Create Object with Attributes",,
"Create primary key",,
"Create rotation object",,
"Create Scenario",,
"Create separate file",,
"Create single print jobs",,
"Create slides",,
"Create Style",,
"Create summary",,
"Create table","สร้างตาราง",
"Create table element",,
"Create target directory",,
"Create template",,
"Create title page",,
"Create
Preview",,
"Created","สร้างแล้ว, ถูกสร้าง",
"Created by","สร้างโดย",
"Created on","สร้างเมื่อ, สร้างบน",
"Creating abstract",,
"Creating directories","กำลังสร้างไดเรกทอรี่",
"Creating local settings",,
"Creative Labs Audio",,
"CRITBINOM",,
"criteria",,
"Croatia","โครเอเชีย",
"Croatian",,
"Crop",,
"Cross-fade attributes",,
"Cross-fade effect",,
"Cross-Fade From Bottom",,
"Cross-Fade From Left",,
"Cross-Fade From Right",,
"Cross-Fade From Top",,
"Cross-fading",,
"Cross-reference",,
"Crossed",,
"Cuba","ประเทศคิวบา, คิวบา",
"Cube","ลูกบาศก์",
"Cubic Spline",,
"Cubic Spline with Symbols",,
"CUMIPMT",,
"CUMPRINC",,
"Currencies",,
"Currency",,
"Currency 3D",,
"Currency Field",,
"Currency Gray",,
"Currency Lavender",,
"Currency ranges",,
"Currency symbol",,
"Currency Symbols",,
"Currency Turquoise",,
"CURRENT",,
"Current Basic Module",,
"Current Context",,
"Current Database","ฐานข้อมูลปัจจุบัน",
"Current Date","วันปัจจุบัน",
"Current document only","เอกสารปัจจุบันเท่านั้น",
"Current Index",,
"current installation.","การติดตั้งปัจจุบัน",
"Current Library",,
"current parser statement:

",,
"Current selection",,
"Current selection only",,
"Current Style:",,
"Current Time","เวลาปัจจุบัน",
"Current version","รุ่นปัจจุบัน, เวอร์ชั่นปัจจุบัน",
"Cursor","เคอร์เซอร์",
"Cursor type","ชนิดเคอร์เซอร์, ประเภทเคอร์เซอร์",
"Curve","เส้นโค้ง",
"Curve %O in circle",,
"Curve Integral",,
"Curve objects",,
"Curve, filled",,
"Curved Connector",,
"Curved Connector Ends with Arrow",,
"Curved Connector Ends with Circle",,
"Curved Connector Starts with Arrow",,
"Curved Connector Starts with Circle",,
"Curved Connector with Arrows",,
"Curved Connector with Circles",,
"Curves","เส้นโค้ง",
"Custom dictionaries",,
"Custom fonts",,
"Custom format",,
"Custom heading",,
"Custom heading (apply Style)",,
"Custom Installation",,
"Custom Quotes",,
"Custom Size",,
"Custom Slide Show",,
"Custom Slide Shows",,
"Custom sort order",,
"Custom Styles",,
"Customer No.",,
"Customer number",,
"Customize Buttons",,
"Customize Toolbars",,
"CustomizeToolbars",,
"Cut","ตัด",
"Cut %O","ตัด %O",
"Cyan",,
"Cycle",,
"Cylinder","ทรงกระบอก",
"Cylinder, deep",,
"Cylinder, percent",,
"Cylinder, stacked",,
"Cyprus","ไซปรัส",
"Cyrillic",,
"Czech","เช็ก",
"Czech Republic","สาธารณรัฐเช็ก",
"Daisy","ดอกเดซี",
"Danish","ชาวเดนมาร์ก, ภาษาเดนมาร์ก",
"Dark violet","สีม่วงเข้ม",
"Dash","เครื่องหมาย " - " หรือ ยติภังค์","เครื่องหมายขีดคั่นระหว่างพยางค์ คำ วลี หรือประโยค"
"Dash (Bold)","เครื่องหมาย " - " (ตัวหนา)",
"Dashed (variable)",,
"Dashes",,
"Dashes and Dots",,
"DATA","ข้อมูล",
"Data are in wrong format",,
"Data Area","พื้นที่ข้อมูล",
"Data buffer size (MB)","ขนาดแหล่งพักข้อมูล (เมกกะไบต์)",
"Data column symbol",,
"Data columns label",,
"Data comparison has been started.","การเปรียบเทียบข้อมูลได้เริ่มขี้นแล้ว",
"Data could not be written.","ไม่สามารถเขียนข้อมูลได้",
"Data Field",,
"Data for [",,
"Data in Columns","ข้อมูลในคอลัมน์",
"Data in Rows","ข้อมูลในแถว",
"Data increment (MB)",,
"Data into Fields",,
"Data into Text",,
"Data labels",,
"Data Pilot Tables",,
"Data Point",,
"Data Point $(PT_STR)$(NEWLINE)row $(ROW_STR)$(NEWL",,
"Data points order",,
"Data range","ช่วงข้อมูล",
"Data rows label",,
"Data Series","ชุดข้อมูล",
"Data Series $(ROW)",,
"Data series in",,
"Data series symbol",,
"Data Source","แหล่งข้อมูล",
"Data Source Administration",,
"Data source as Table",,
"Data source registered in %PRODUCTNAME",,
"Data source URL",,
"Data Sources",,
"Data to Fields",,
"Data to Text",,
"Data transfer has been aborted.","การโอนถ่ายข้อมูลถูกยกเลิก",
"Data transfer has been started.","การโอนถ่ายข้อมูลถูกเริ่มต้นแล้ว",
"Data transfer not possible","เป็นไปไม่ได้ที่จะทำการโอนถ่ายข้อมูล",
"Data type mismatch","ชนิดของข้อมูลไม่ตรงกัน",
"Data_1","ข้อมูล_1",
"Data_2","ข้อมูล_2",
"Data_B","ข้อมูล_บี",
"data_E","ข้อมูล_อี",
"data_X","ข้อมูล_เอ็กซ์",
"data_Y","ข้อมูล_วาย",
"Database '#' not found",,
"Database 'Address' not yet configured",,
"Database applied to document",,
"Database bar","แถบฐานข้อมูล",
"Database columns","คอลัมน์ฐานข้อมูล",
"Database content",,
"Database Converter","ตัวแปลงฐานข้อมูล",
"Database could not be opened.","ไม่สามารถเปิดฐานข้อมูลได้",
"Database field",,
"Database fields",,
"Database file","แฟ้มฐานข้อมูล",
"Database files","แฟ้มฐานข้อมูล",
"Database import terminated.",,
"Database Name","ชื่อฐานข้อมูล",
"Database name not specified.","ชื่อฐานข้อมูลยังไม่ได้ถูกระบุ",
"Database names","ชื่อฐานข้อมูล",
"Database password","รหัสผ่านฐานข้อมูล",
"Database Queries",,
"Database Ranges",,
"Database selection","การเลือกฐานข้อมูล",
"Database settings","ตั้งค่าฐานข้อมูล",
"Database size (MB)","ขนาดฐานข้อมูล (เมกกะไบต์)",
"Database sizes","ขนาดฐานข้อมูล",
"Database Statistics","สถิติฐานข้อมูล",
"Database Table","ตารางฐานข้อมูล",
"Database type","ชนิดฐานข้อมูล, ประเภทฐานข้อมูล",
"Databases","ฐานข้อมูล",
"Databases in Use","ฐานข้อมูลอยู่ในระหว่างการใช้งาน",
"Databuffer size (MB)","ขนาดแหล่งพักข้อมูล (เมกกะไบต์)",
"DATADEVSPACE",,
"DataPilot",,
"DataPilot Category",,
"DataPilot Corner",,
"DataPilot Field",,
"DataPilot pop-up menu",,
"DataPilot Result",,
"DataPilot tables can not overlap.",,
"DataPilot Title",,
"DataPilot Value",,
"Date","วันเดือนปี",
"Date  time","วันเวลา",
"Date (fixed)","วันเดือนปี (ตายตัว), วันเดือนปี (คงที่)",
"Date (variable)","วันเดือนปี (เปลี่ยนแปลงได้)",
"Date 1","วันเดือนปี 1",
"Date 2","วันเดือนปี 2",
"Date and time","วันเดือนปี และ เวลา",
"Date and time :","วันเดือนปี และ เวลา :",
"Date and Time Field",,
"Date Field",,
"Date format","รูปแบบวันเดือนปี",
"Date max.",,
"Date min.",,
"Date modified",,
"Date Time Author",,
"Date_1","วันเดือนปี_1",
"Date_2","วันเดือนปี_2",
"Date:","วันเดือนปี:",
"DATEVALUE",,
"DAVERAGE",,
"day(s)","วัน",
"DAYS360","วัน360",
"DaysInMonth",,
"DaysInYear",,
"DB",,
"DB2",,
"dBase",,
"DBase export",,
"dBase;*.dbf",,
"DCOUNT",,
"DCOUNTA",,
"DDB",,
"DDE",,
"DDE automatic",,
"DDE channel locked",,
"DDE Command",,
"DDE connection interrupted or modified",,
"DDE Error",,
"DDE field",,
"DDE link",,
"DDE manual",,
"DDE message has been lost",,
"DDE operation without data",,
"DDE requires the DDEML.DLL file",,
"DDE Statement",,
"Deactivate",,
"Deactivate Document",,
"Deactivate for",,
"Dealer",,
"Decimal","เลขฐานสิบ, ระบบฐานสิบ",
"Decimal accuracy",,
"Decimal places",,
"Decimal separator",,
"Decimal Symbol","สัญลักษณ์ฐานสิบ",
"Decorative",,
"Decrease indent",,
"Decrease Spacing",,
"Decrement Indent Value",,
"Decrypt/Verify (PGP)",,
"Deep",,
"Default","ปริยาย, ค่าปริยาย, ค่าเริ่มต้น",
"Default button","ปุ่มปริยาย, ปุ่มดั่งเดิม",
"Default colors","สีปริยาย, สีมาตรฐาน",
"Default Colors for Data Series","สีปริยายสำหรับชุดข้อมูล",
"Default control","คอนโทรลปริยาย, คอนโทรลมาตรฐาน",
"Default Filter",,
"Default fonts","แบบอักษรปริยาย, แบบอักษรมาตรฐาน",
"Default language","ภาษาปริยาย",
"Default orientation",,
"Default printer","เครื่องพิมพ์ปริยาย",
"Default protocol","โปรโตคอลปริยาย",
"Default selection","การเลือกแบบปริยาย",
"Default status","สถานะปริยาย, สถานะมาตรฐาน",
"Default Templates","แม่แบบปริยาย, แม่แบบมาตรฐาน",
"Default value","ค่าปริยาย, ค่ามาตรฐาน",
"Default writing aids languages","ภาษามาตรฐานสำหรับเครื่องมือภาษา, ภาษาปริยายสำหรับเครื่องมือภาษา",
"Define","กำหนด",
"Define Bibliography Entry",,
"Define Custom Slide Show",,
"Define Database Range","กำหนดช่วงฐานข้อมูล, กำหนดขอบเขตฐานข้อมูล",
"Define Label Range",,
"Define line styles","กำหนดหน้าตาเส้นแบ่ง",
"Define Names","กำหนดชื่อ",
"Define Print Range","กำหนดช่วงพิมพ์",
"Define Range","กำหนดขอบเขต",
"Define Range Names",,
"Define Text Attributes","กำหนดคุณลักษณะอักษร",
"Definition","ค่ากำหนด",
"Definition and data","ค่ากำหนดและข้อมูล",
"Definition, direct","ค่ากำหนดโดยตรง",
"Degree of focus",,
"degrees",,
"degrees_freedom",,
"degrees_freedom_1",,
"degrees_freedom_2",,
"Deinstall","ถอน",
"Deinstall %1","ถอน %1",
"Deinstallation","การถอน",
"Deinstallation is complete.
",,
"Deinstallation was successful.","การถอนได้เสร็จสิ้นไปแล้ว",
"Delay","ล่าช้า",
"Delete # objects","ลบวัตถุ #, ลบ # วัตถู",
"Delete %O","ลบ %O",
"Delete all","ลบทั้งหมด",
"Delete all files","ลบแฟ้มทั้งหมด",
"Delete All Manual Breaks",,
"Delete and Next Message","ลบ แล้วไปข้อความต่อไป",
"Delete and Previous Message","ลบ แล้วไปข้อความก่อนหน้านี้",
"Delete AutoFormat","ลบรูปแบบอัตโนมัติ",
"Delete AutoText?","ลบข้อความอัตโนมัติ",
"Delete bitmap",,
"Delete bookmark","ลบที่คั่น",
"Delete cascade",,
"Delete Cells","ลบเซลล์, ลบช่อง",
"Delete color","ลบสี",
"Delete Column","ลบคอลัมน์",
"Delete column break","ลบตัวแยกคอลัมน์",
"Delete Columns","ลบคอลัมน์",
"Delete contents","ลบเนื้อหา",
"Delete data","ลบข้อมูล",
"Delete Data Source","ลบแหล่งข้อมูล",
"Delete data?","ลบข้อมูล?",
"Delete DataPilot Table",,
"Delete drawing objects",,
"Delete entire column(s)","ลบทั้งคอลัมน์",
"Delete entire row(s)","ลบทั้งแถว",
"Delete entry",,
"Delete event entries",,
"Delete frame","ลบกรอบ",
"Delete gradient","ลบไล่สี",
"Delete graphics","ลบกราฟิก, ลบภาพ",
"Delete Group","ลบกลุ่ม",
"Delete hatching",,
"Delete History","ลบประวัติ",
"Delete icon","ลบไอคอน",
"Delete Image","ลบรูป",
"Delete Index","ลบดัชนี",
"Delete Join",,
"Delete layer","ลบชั้น",
"Delete line ends",,
"Delete line style","ลบหน้าตาเส้น",
"Delete Manual Break",,
"Delete Message","ลบข้อความ",
"Delete messages from server","ลบข้อความจากเซิร์ฟเวอร์",
"Delete numbering","ลบลำดับเลข",
"Delete object","ลบวัตถุ",
"Delete options","ลบตัวเลือก",
"Delete page","ลบหน้า",
"Delete Page Breaks",,
"Delete Points",,
"Delete Record","ลบระเบียน",
"Delete row","ลบแถว",
"Delete row break","ลบตัวแยกแถว",
"Delete row/column","ลบแถว/คอลัมน์",
"Delete Rows","ลบแถว",
"Delete section","ลบส่วน",
"Delete Selected Design","ลบงานที่เลือก",
"Delete Sheet","ลบชีท, ลบแผ่นงาน",
"Delete Sheet Window","ลบหน้าต่างแผ่นงาน",
"Delete Sheets","ลบชีท, ลบแผ่นงาน",
"Delete Slide","ลบสไลด์",
"Delete slides","ลบสไลด์",
"Delete Snap Line",,
"Delete Snap Point",,
"Delete structure","ลบโครงสร้าง",
"Delete table structure","ลบโครงสร้างตาราง",
"Delete the category",,
"Delete the selected entries?",,
"Delete this entry?",,
"Delete this user?","ลบผู้ใช้นี้หรือไม่",
"Delete to End of Line","ลบจนสุดบรรทัด",
"Delete to End of Paragraph","ลบจนสุดย่อหน้า",
"Delete to End of Sentence","ลบจนสุดประโยค",
"Delete to End of Word","ลบจนสุดคำ",
"Delete to Start of Line","ลบถึงเริ่มบรรทัด",
"Delete to Start of Paragraph","ลบถึงเริ่มย่อหน้า",
"Delete to Start of Sentence","ลบถึงเริ่มประโยค",
"Delete to Start of Word","ลบถึงเริ่มคำ",
"Delete unused backgrounds","ลบพื้นหลังที่ไม่ได้ใช้",
"Delete user","ลบผู้ใช้",
"deleted","ถูกลบ",
"Deleted Object","วัตถุถูกลบ",
"Deleting directories","กำลังลบไดเรกทอรี่",
"Deleting files","กำลังลบแฟ้ม",
"Deleting local settings","กำลังลบไดเร็กทอรี่, กำลังลบการตั้งค่าท้องถิ่น, กำลังลบการตั้งค่าเฉพาะ",
"Deleting messages","กำลังลบข้อความ",
"Deleting records isn't allowed!",,
"Deletions","การลบ",
"Demote","ลดขั้น",
"Demote Chapter",,
"Demote Level",,
"Denmark","ประเทศเดนมาร์ก",
"Denominator","ตัวหาร",
"Department","แผนก, ฝ่าย, คณะ, กรม",
"Depth",,
"descending",,
"Describe your basic ideas","อธิบายความคิดพื้นฐานของคุณ",
"Description","คำอธิบาย",
"Description only","คำอธิบายอย่างเดียว",
"Design","ออกแบบ",
"Design Mode on/off","เปิด/ปิดระบบออกแบบ",
"Design view","หน้างานออกแบบ, มุมมองการออกแบบ",
"Desktop",,
"Desktop Object Bar",,
"Desktop Toolbar",,
"Destination","ปลายทาง, จุดหมาย",
"Destination file","แฟ้มปลายทาง",
"Destination table: 
",,
"Detailed View","มุมมองรายละเอียด",
"Details","รายละเอียด",
"Detective",,
"Detective Fill Mode",,
"Detective Fill Mode pop-up menu",,
"Devanagari",,
"Device (drive) not ready.","อุปกรณ์ (ไดรว์) ยังไม่พร้อม",
"Device $(ARG1) is not available","อุปกรณ์ $(ARG1) ไม่มีอยู่, ไม่มีอุปกรณ์ $(ARG1) อยู่",
"Device I/O error","เครื่องมือขาเข้า/ขาออกผิดพลาด",
"Device not available",,
"Device used",,
"Device: %s
Vendor: %s
Model: %s
Type: %s",,
"DEVSQ",,
"DGET",,
"Diagonal down",,
"Diagonal Down",,
"diagonal line",,
"Diagonal Pen (left)",,
"Diagonal Pen (right)",,
"Diagonal up",,
"Dialer",,
"Dialog",,
"Dialog center",,
"Diamond",,
"Dictate",,
"Dictionaries",,
"Dictionary",,
"Dictionary Error",,
"DIF",,
"Dif Export",,
"Dif Import",,
"Difference","ความแตกต่าง",
"Dimension help line overhang",,
"Dimension help line spacing",,
"Dimension line",,
"Dimension line overhang",,
"Dimension line space",,
"Dimension Lines",,
"Dimension lines",,
"Dimension specifications do not match",,
"Dimension value - horizontal position",,
"Dimension value - vertical position",,
"Dimension value across dimension line",,
"Dimension value format",,
"Dimensioning",,
"Dimensioning attributes",,
"Dimensioning objects",,
"Dimensioning reserved 4",,
"Dimensioning reserved 5",,
"Dimensioning reserved for 6",,
"Dimensioning reserved for 7",,
"Dimensions","มิติ",
"DIN A4 portrait",,
"DIN A5 landscape",,
"Dingbats",,
"Direct column break",,
"Direct cursor",,
"Direct Cursor on/off",,
"Direct line break",,
"Direct page break",,
"Direction","ทิศทาง, คำสั่ง",
"Directly to Document Begin","ตรงไปที่จุดเริ่มต้นเอกสาร",
"Directly to Document End","ตรงไปที่ท้ายเอกสาร",
"Directories","ไดเรกทอรี่",
"Directories do not exist","ไม่พบไดเรกทอรี่",
"directory","ไดเรกทอรี่",
"Directory and memory","ไดเรกทอรี่และหน่วยความจำ",
"Directory does not exist","ไม่มีไดเรกทอรีอยู่ในระบบ, ไม่มีไดเรกทอรี่อยู่ในระบบ",
"Disassemble",,
"Disassembly",,
"Discard","ละทิ้ง",
"Disconnected","การติดต่อถูกตัดขาด",
"Disk 1.44 MB (DOS-FAT)",,
"Disk 720 KB (DOS-FAT)",,
"Disk not ready","ดิสก์ยังไม่พร้อม",
"Disk or hard drive full",,
"Display","แสดง",
"Display additional information","แสดงข้อมูลเพิ่มเติม",
"Display All","แสดงทั้งหมด",
"Display BlackWhite",,
"Display border in",,
"Display bullets",,
"Display Colors","แสดงสี",
"Display confirmation dialog before emptying",,
"Display Documents","แสดงเอกสาร",
"Display drop caps",,
"Display Field",,
"Display Grayscale",,
"Display Grid",,
"Display HId",,
"Display IDs",,
"Display in Explorer",,
"Display inactive records",,
"Display Plug-Ins","แสดงโปรแกรมเสริม",
"Display Properties",,
"Display Quality",,
"display Report","แสดงรายงาน",
"Display warning",,
"DisplayHID",,
"Dissertation",,
"Dissolve",,
"Distance","ระยะทาง, ความห่าง",
"Distinct values",,
"Distort","บิดเบี้ยว",
"Distort %O",,
"Distort %O (slant)",,
"Distribute",,
"Distribute selected objects",,
"Distribution",,
"Divide","แบ่ง",
"Dividend","ผลประโยชน์, ปันผล",
"Divides","แบ่ง",
"Division (/)",,
"Division (Fraction)",,
"Division (Slash)",,
"Division by zero",,
"Divisor","ตัวหาร, ตัวที่หารได้ลงตัว",
"DL 110 x 220 mm",,
"DMAX",,
"DMIN",,
"DNS server",,
"Do not apply browser settings",,
"Do not apply e-mail settings",,
"Do not apply news settings",,
"Do Not Delete","ห้ามลบ",
"do not invert","ห้ามกลับค่า",
"Do not keep deleted objects","ไม่เก็บวัตถุที่ลบแล้ว",
"Do Not Save","ไม่บันทึก",
"Do not save locally",,
"Do Not Save Locally",,
"Do not show information again","ไม่ต้องแสดงข้อมูลอีก, ห้ามแสดงข้อมูลอีก",
"do not show table","ไม่แสดงตาราง",
"Do not split table","ไม่ต้องแบ่งตาราง",
"Do not use","ห้ามใช้, ไม่ใช้",
